Term,LoanStatus,BorrowerRate,LenderYield,ProsperScore,ListingCategory (numeric),EmploymentStatus,LoanOriginalAmount,EstimatedLoss,EstimatedReturn,IncomeVerifiable
36,Current,0.1159,0.1059,9.0,1,Employed,5000,0.0324,0.06967999999999999,True
60,Current,0.15,0.14,7.0,1,Self-employed,15000,0.0574,0.07463,False
36,Completed,0.0945,0.0845,9.0,1,Full-time,8750,0.015,0.0695,True
36,Chargedoff,0.3177,0.3077,2.0,13,Self-employed,2000,0.165,0.1246,False
36,Current,0.2786,0.2686,2.0,6,Self-employed,4000,0.1325,0.1122,False
36,Current,0.1795,0.1695,6.0,3,Employed,4000,0.0774,0.08027000000000001,True
60,PastDue,0.2362,0.2262,5.0,20,Employed,14850,0.0749,0.1459,True
36,Current,0.0809,0.0709,8.0,1,Employed,7500,0.0199,0.04929,True
36,Chargedoff,0.3177,0.3077,5.0,15,Employed,4000,0.1625,0.1174,True
36,Current,0.2492,0.2392,7.0,1,Employed,9000,0.1125,0.1065,True
36,Current,0.2699,0.2599,5.0,6,Employed,3500,0.112,0.1414,True
36,Current,0.1979,0.1879,8.0,13,Employed,3000,0.0774,0.0975,True
36,Completed,0.2,0.19,8.0,7,Full-time,1500,0.098,0.0875,True
60,Current,0.3304,0.3204,2.0,7,Employed,3000,0.149,0.1567,True
36,Completed,0.2399,0.2299,5.0,7,Employed,3500,0.1,0.1243,True
36,Current,0.2629,0.2529,2.0,3,Self-employed,3000,0.1275,0.10307000000000001,False
60,Completed,0.2284,0.2184,6.0,1,Employed,13000,0.0874,0.1147,True
36,Defaulted,0.2599,0.2499,6.0,7,Employed,2000,0.112,0.1317,False
36,Current,0.2235,0.2135,3.0,1,Employed,5000,0.1075,0.08821,True
36,Completed,0.35,0.34,1.0,1,Self-employed,7500,0.345,-0.0251,False
36,Current,0.2599,0.2499,7.0,6,Employed,3000,0.108,0.1357,True
60,Current,0.14,0.13,10.0,1,Employed,14000,0.0499,0.07343999999999999,True
36,Current,0.1034,0.0934,9.0,1,Employed,3500,0.0274,0.0631,True
60,Current,0.2081,0.1981,4.0,1,Employed,10000,0.0624,0.1239,False
36,Completed,0.13,0.12,5.0,7,Employed,2000,0.098,0.0194,True
60,Current,0.1396,0.1296,8.0,18,Employed,5000,0.033,0.0961,True
36,Current,0.1449,0.1349,8.0,1,Employed,6240,0.0595,0.0731,True
36,Current,0.1153,0.1053,6.0,19,Other,7000,0.0324,0.0691,True
36,Completed,0.1469,0.1369,6.0,2,Employed,5775,0.042,0.0926,True
12,Completed,0.0643,0.0543,9.0,13,Employed,5000,0.0149,0.0384,True
36,Current,0.1274,0.1174,5.0,1,Other,21000,0.0424,0.0697,True
36,Chargedoff,0.2599,0.2499,7.0,2,Employed,8700,0.108,0.1357,True
36,Current,0.1239,0.1139,7.0,7,Employed,7000,0.0399,0.0691,True
36,Current,0.1799,0.1699,9.0,2,Employed,7500,0.0595,0.1074,True
36,Chargedoff,0.1414,0.1314,5.0,1,Employed,21500,0.0449,0.0803,True
60,PastDue,0.0949,0.0849,10.0,1,Employed,15000,0.0224,0.0603,True
36,Current,0.2019,0.1919,4.0,1,Employed,8900,0.0799,0.0984,True
60,Current,0.1728,0.1628,9.0,15,Employed,10000,0.0399,0.1222,True
36,Current,0.0879,0.0779,8.0,1,Employed,17500,0.0224,0.05342,True
60,Current,0.1819,0.1719,8.0,1,Employed,18000,0.0599,0.102,True
12,Completed,0.0929,0.0829,9.0,1,Full-time,2000,0.02,0.0627,True
60,Current,0.1169,0.1069,7.0,1,Employed,10000,0.0324,0.0706,True
60,Current,0.2118,0.2018,8.0,2,Employed,5000,0.0649,0.1246,True
36,Current,0.1239,0.1139,5.0,1,Employed,35000,0.0399,0.0691,True
36,Current,0.1695,0.1595,7.0,1,Employed,12500,0.0649,0.08473,True
36,Completed,0.092,0.082,8.0,7,Part-time,3500,0.021,0.0608,False
36,Current,0.2099,0.1999,7.0,1,Employed,7500,0.0849,0.1003,True
36,Current,0.1465,0.1365,6.0,1,Employed,9500,0.0549,0.07408,True
36,Current,0.2394,0.2294,3.0,1,Employed,6500,0.1175,0.09211,True
36,Current,0.1795,0.1695,7.0,1,Employed,8000,0.0774,0.08027000000000001,True
36,Chargedoff,0.3177,0.3077,4.0,1,Employed,3500,0.1625,0.1271,True
36,Completed,0.114,0.104,9.0,3,Self-employed,4000,0.021,0.0827,False
36,Current,0.1151,0.1051,9.0,1,Employed,3000,0.033,0.0718,True
36,Current,0.0819,0.0719,9.0,1,Employed,17000,0.0174,0.05297999999999999,True
36,PastDue,0.2272,0.2172,6.0,1,Employed,13000,0.0975,0.1025,True
60,Completed,0.287,0.277,5.0,2,Employed,5000,0.119,0.1511,True
36,Current,0.1469,0.1369,7.0,15,Employed,4000,0.042,0.0926,True
36,Current,0.1485,0.1385,3.0,1,Employed,15000,0.0599,0.07045,True
60,Current,0.155,0.145,7.0,1,Other,10000,0.0549,0.08215,True
36,Completed,0.3177,0.3077,4.0,2,Not employed,4000,0.1625,0.1271,False
60,Current,0.1984,0.1884,4.0,1,Employed,16500,0.0674,0.1091,True
36,Chargedoff,0.2599,0.2499,6.0,1,Employed,13000,0.108,0.1357,True
36,Current,0.1499,0.1399,8.0,1,Employed,4787,0.0595,0.078,True
36,Current,0.0809,0.0709,7.0,1,Employed,15000,0.0199,0.04929,True
36,Current,0.1449,0.1349,8.0,7,Employed,4000,0.0565,0.0761,True
36,Current,0.1465,0.1365,5.0,1,Employed,3800,0.0549,0.07408,True
36,Current,0.2499,0.2399,6.0,1,Employed,4000,0.119,0.115,True
36,Current,0.1679,0.1579,5.0,2,Employed,2000,0.0599,0.0888,True
36,Chargedoff,0.3177,0.3077,4.0,7,Employed,3000,0.1725,0.1171,True
36,Completed,0.0799,0.0699,10.0,7,Employed,15000,0.01,0.0599,True
60,Current,0.1819,0.1719,4.0,1,Employed,13500,0.0599,0.102,True
36,Completed,0.3099,0.2999,3.0,7,Full-time,2000,0.13,0.1561,True
36,Current,0.1099,0.0999,7.0,1,Self-employed,12000,0.0324,0.06387999999999999,False
36,Current,0.1249,0.1149,4.0,1,Employed,10000,0.0374,0.07284,True
60,Current,0.1485,0.1385,10.0,1,Employed,25000,0.0599,0.07045,True
36,Completed,0.0948,0.0848,8.0,1,Full-time,14500,0.015,0.0698,True
60,Current,0.2394,0.2294,3.0,6,Employed,9000,0.1175,0.09211,True
36,Chargedoff,0.0765,0.0665,10.0,1,Other,25000,0.013,0.0535,True
36,Completed,0.22,0.21,8.0,7,Retired,1500,0.1,0.1049,True
36,Defaulted,0.3199,0.3099,3.0,3,Employed,4000,0.165,0.1267,True
36,Completed,0.35,0.34,7.0,2,Full-time,3300,0.147,0.1773,True
36,Completed,0.125,0.115,8.0,2,Full-time,2700,0.05,0.0631,True
36,Chargedoff,0.3177,0.3077,3.0,18,Employed,4000,0.1675,0.1124,True
36,Chargedoff,0.3058,0.2958,5.0,3,Employed,7500,0.147,0.1352,True
36,Current,0.1435,0.1335,8.0,1,Employed,7500,0.0524,0.074,True
60,Completed,0.261,0.251,5.0,1,Self-employed,13000,0.099,0.1458,False
36,Current,0.144,0.134,7.0,1,Employed,9500,0.0474,0.08004,True
36,Current,0.187,0.177,4.0,1,Employed,22000,0.0774,0.08728,True
60,Current,0.1551,0.1451,9.0,2,Employed,8000,0.033,0.1115,True
60,Current,0.1223,0.1123,10.0,1,Employed,17000,0.0249,0.0842,True
36,Completed,0.2599,0.2499,6.0,1,Employed,5992,0.108,0.1357,True
36,Completed,0.2685,0.2585,7.0,1,Full-time,8000,0.1,0.1521,True
36,Chargedoff,0.2389,0.2289,3.0,20,Employed,5500,0.1075,0.1158,True
36,Current,0.2099,0.1999,6.0,1,Other,2000,0.0849,0.1103,True
36,Current,0.3177,0.3077,6.0,3,Retired,4000,0.1625,0.1271,True
36,Current,0.3149,0.3049,4.0,2,Employed,4000,0.147,0.1439,True
60,Current,0.1385,0.1285,9.0,19,Employed,2500,0.02,0.108,True
36,Completed,0.2699,0.2599,5.0,7,Employed,3500,0.112,0.1414,True
36,Completed,0.35,0.34,3.0,7,Retired,2400,0.18,0.1399,True
36,Chargedoff,0.3127,0.3027,5.0,7,Other,4000,0.165,0.12,True
36,Current,0.0924,0.0824,10.0,7,Employed,15662,0.0224,0.0578,True
36,Completed,0.3177,0.3077,5.0,7,Employed,4000,0.1625,0.1174,True
36,Chargedoff,0.2346,0.2246,6.0,7,Employed,4500,0.1025,0.1039,True
60,Current,0.166,0.156,7.0,6,Employed,8000,0.0624,0.08421000000000001,True
36,Current,0.1875,0.1775,5.0,1,Other,15000,0.0824,0.08223,True
60,Completed,0.2085,0.1985,5.0,1,Employed,9000,0.0925,0.09066,True
60,Current,0.1852,0.1752,7.0,6,Employed,4000,0.0449,0.1272,True
36,Completed,0.264,0.254,8.0,7,Full-time,2000,0.1,0.1477,True
36,Current,0.15,0.14,6.0,1,Employed,10000,0.0574,0.07463,True
36,Completed,0.1035,0.0935,9.0,3,Full-time,5000,0.021,0.0722,True
60,Current,0.1551,0.1451,8.0,1,Employed,12410,0.033,0.1115,True
60,Completed,0.096,0.086,10.0,1,Employed,12000,0.0155,0.0704,True
12,Completed,0.1576,0.1476,7.0,1,Employed,2400,0.088,0.0563,True
36,Current,0.1902,0.1802,3.0,1,Employed,8500,0.065,0.111,True
36,Current,0.1599,0.1499,4.0,1,Employed,8500,0.0549,0.0868,True
36,Current,0.1864,0.1764,6.0,1,Employed,25000,0.0699,0.095,True
12,Completed,0.1246,0.1146,8.0,1,Employed,13000,0.0574,0.0506,True
36,Current,0.1864,0.1764,7.0,18,Employed,15000,0.0699,0.095,True
36,Completed,0.25,0.24,9.0,1,Full-time,5700,0.065,0.1693,True
60,Current,0.1715,0.1615,7.0,18,Employed,8000,0.0749,0.07554,True
36,Current,0.1414,0.1314,5.0,1,Employed,31000,0.0449,0.0803,True
36,Defaulted,0.3177,0.3077,4.0,1,Employed,3000,0.165,0.1246,True
60,Completed,0.303,0.293,2.0,19,Employed,2800,0.1325,0.1345,True
60,Current,0.2253,0.2153,7.0,1,Employed,13000,0.0674,0.1428,True
36,Current,0.194,0.184,1.0,1,Employed,25000,0.0874,0.08279,True
36,Chargedoff,0.2699,0.2599,7.0,3,Self-employed,3000,0.108,0.1454,False
36,Current,0.105,0.095,6.0,1,Employed,12000,0.0274,0.06462000000000001,True
60,Current,0.184,0.174,6.0,14,Employed,7500,0.0799,0.08172,True
36,Chargedoff,0.1799,0.1699,8.0,2,Employed,11500,0.0595,0.1074,True
36,Current,0.18,0.17,6.0,13,Employed,20000,0.0724,0.08627,True
36,Current,0.0974,0.0874,9.0,2,Employed,24500,0.02,0.0672,True
36,Current,0.127,0.117,9.0,1,Employed,3350,0.033,0.0836,True
36,Chargedoff,0.1135,0.0935,9.0,1,Full-time,3000,0.021,0.0722,True
36,Completed,0.2575,0.2475,6.0,7,Employed,4000,0.098,0.1434,True
36,PastDue,0.2786,0.2686,2.0,1,Other,4000,0.1325,0.1122,False
36,Current,0.1559,0.1459,6.0,1,Employed,6000,0.0524,0.0858,True
12,Completed,0.1837,0.1737,6.0,13,Employed,3500,0.118,0.0516,True
36,Current,0.1159,0.1059,6.0,1,Employed,15000,0.0324,0.06967999999999999,True
60,Current,0.1399,0.1299,10.0,20,Employed,19000,0.0449,0.0789,True
36,Current,0.1089,0.0989,8.0,1,Employed,5000,0.0299,0.0687,True
36,Current,0.0769,0.0669,9.0,20,Employed,15000,0.0174,0.048060000000000005,True
36,Current,0.2272,0.2172,5.0,3,Employed,4000,0.0975,0.1025,True
36,Current,0.15,0.14,4.0,7,Employed,2000,0.0574,0.07463,True
36,Completed,0.2625,0.2525,7.0,7,Full-time,1999,0.1,0.1463,True
60,Current,0.2199,0.2099,8.0,1,Employed,13000,0.061,0.144,True
60,Completed,0.2179,0.2079,6.0,1,Employed,14000,0.0799,0.1133,True
36,Current,0.089,0.079,9.0,6,Employed,7000,0.035,0.0438,True
36,Completed,0.21,0.2,6.0,1,Full-time,4000,0.07,0.1253,True
60,PastDue,0.3032,0.2932,6.0,20,Employed,4000,0.1425,0.1242,True
36,Completed,0.2099,0.1999,7.0,7,Other,4500,0.0849,0.1103,True
60,Current,0.1223,0.1123,9.0,7,Employed,15000,0.0249,0.0842,True
60,Current,0.1519,0.1419,6.0,13,Self-employed,10000,0.0474,0.0876,False
36,Completed,0.21,0.2,8.0,3,Retired,2500,0.1,0.0952,True
60,Completed,0.2747,0.2647,7.0,7,Employed,14000,0.1075,0.1506,True
60,Current,0.1535,0.1435,9.0,1,Employed,23000,0.0624,0.07241,True
36,Completed,0.35,0.34,3.0,7,Full-time,1500,0.24,0.0799,True
36,Current,0.1905,0.1805,4.0,15,Employed,4000,0.0849,0.08227000000000001,True
60,Current,0.1699,0.1599,5.0,1,Other,15000,0.0549,0.0963,True
60,Current,0.2699,0.2599,4.0,1,Employed,15000,0.1,0.1534,True
60,Completed,0.2867,0.2767,7.0,13,Employed,2000,0.1175,0.1523,True
36,Defaulted,0.1499,0.1399,8.0,7,Employed,2500,0.0595,0.0782,True
60,Completed,0.2624,0.2524,5.0,3,Employed,15000,0.1025,0.1295,True
36,Current,0.2566,0.2466,2.0,15,Employed,2500,0.1175,0.1079,True
36,Completed,0.3177,0.3077,5.0,19,Employed,3000,0.165,0.1246,True
36,Current,0.1314,0.1214,7.0,1,Employed,25000,0.0449,0.07077,True
36,Completed,0.2005,0.1905,9.0,7,Full-time,6000,0.065,0.1211,True
36,Completed,0.1656,0.1556,6.0,1,Employed,3500,0.052,0.1009,True
60,Current,0.1419,0.1319,6.0,2,Employed,10000,0.0424,0.0836,True
36,Chargedoff,0.3177,0.3077,4.0,13,Self-employed,2000,0.1675,0.1124,False
36,Completed,0.2635,0.2535,7.0,7,Full-time,3000,0.1,0.1472,True
36,PastDue,0.3199,0.3099,4.0,7,Employed,4000,0.183,0.1087,True
12,Completed,0.07,0.06,10.0,1,Employed,3000,0.0155,0.0445,True
36,Current,0.1599,0.1499,4.0,1,Employed,11000,0.0549,0.0868,True
36,Completed,0.2561,0.2461,7.0,2,Employed,10000,0.112,0.128,True
36,Completed,0.2399,0.2299,5.0,1,Not employed,9500,0.1,0.1243,False
36,Completed,0.289,0.279,7.0,7,Full-time,1000,0.147,0.1193,True
36,Completed,0.35,0.34,4.0,1,Employed,1000,0.183,0.1369,False
36,Completed,0.1153,0.1053,8.0,2,Employed,2000,0.0324,0.0691,True
36,Current,0.1449,0.1349,8.0,6,Employed,6500,0.0565,0.0761,True
36,Current,0.1435,0.1335,2.0,1,Employed,7000,0.0524,0.074,True
60,Current,0.2218,0.2118,4.0,20,Employed,12000,0.0649,0.1419,False
36,Current,0.0829,0.0729,7.0,2,Full-time,15000,0.026,0.0468,True
36,Current,0.197,0.187,4.0,13,Self-employed,3000,0.0899,0.08284,False
36,Current,0.2199,0.2099,3.0,3,Employed,15000,0.0925,0.1012,True
36,Completed,0.271,0.261,3.0,2,Other,4000,0.1275,0.1216,False
60,Defaulted,0.3097,0.2997,1.0,3,Self-employed,4000,0.1375,0.1354,False
36,Chargedoff,0.1599,0.1499,9.0,1,Employed,15000,0.0549,0.0868,True
36,Current,0.0974,0.0874,9.0,14,Other,3500,0.0249,0.0623,True
60,Current,0.2432,0.2332,4.0,15,Employed,8000,0.0975,0.1173,True
36,Completed,0.0964,0.0864,8.0,6,Employed,11000,0.02,0.0662,True
36,Completed,0.1299,0.1199,8.0,6,Employed,10000,0.0495,0.0684,True
36,Current,0.2148,0.2048,7.0,10,Employed,3500,0.089,0.111,True
60,Current,0.152,0.142,4.0,1,Employed,9000,0.0524,0.08209,True
60,Current,0.2185,0.2085,3.0,7,Employed,5000,0.1075,0.08361,True
36,Completed,0.1414,0.1314,5.0,1,Employed,13000,0.0449,0.0843,True
36,Current,0.2958,0.2858,6.0,13,Employed,3000,0.147,0.1257,True
36,Completed,0.294,0.284,6.0,1,Full-time,10000,0.1,0.1769,True
36,Current,0.1655,0.1555,6.0,3,Employed,12000,0.0674,0.07819,True
36,Current,0.2099,0.1999,7.0,1,Employed,22500,0.0849,0.1003,True
60,Chargedoff,0.287,0.277,5.0,1,Employed,10000,0.119,0.1511,True
36,Current,0.0699,0.0599,10.0,2,Employed,13000,0.0124,0.0466,True
60,Completed,0.2498,0.2398,7.0,1,Employed,15500,0.0849,0.1492,True
36,Current,0.2554,0.2454,2.0,1,Employed,9000,0.1275,0.0962,True
60,Current,0.2045,0.1945,6.0,1,Employed,25000,0.0899,0.0898,True
36,Current,0.1029,0.0929,8.0,1,Full-time,9500,0.026,0.0666,True
36,Current,0.1774,0.1674,9.0,15,Employed,2000,0.0649,0.0987,True
60,Completed,0.1269,0.1169,8.0,1,Employed,25000,0.0374,0.0748,True
60,Current,0.3304,0.3204,1.0,7,Employed,2000,0.149,0.1567,True
36,Current,0.1359,0.1259,6.0,1,Employed,3500,0.0424,0.0778,True
36,Current,0.1485,0.1385,5.0,1,Employed,10000,0.0599,0.07045,True
36,Current,0.0864,0.0764,8.0,1,Employed,17000,0.0199,0.0547,True
60,Current,0.2489,0.2389,7.0,7,Employed,6900,0.089,0.1442,True
36,Chargedoff,0.1414,0.1314,5.0,7,Self-employed,15000,0.0449,0.0843,False
36,Current,0.139,0.129,9.0,2,Employed,10000,0.038,0.0905,True
36,Current,0.1509,0.1409,8.0,1,Employed,20000,0.0499,0.0838,True
60,Current,0.2432,0.2332,5.0,13,Employed,5000,0.0975,0.1173,True
60,Chargedoff,0.3032,0.2932,2.0,2,Employed,4000,0.1425,0.1242,True
60,Current,0.1274,0.1174,9.0,2,Employed,25000,0.0424,0.0697,True
36,Current,0.1299,0.1199,6.0,1,Employed,8500,0.0399,0.07487,True
60,Current,0.201,0.191,3.0,7,Employed,10000,0.0925,0.0837,True
36,Defaulted,0.2561,0.2461,7.0,7,Employed,2000,0.112,0.128,True
12,Completed,0.1246,0.1146,6.0,13,Employed,3000,0.0574,0.0506,True
60,Current,0.2059,0.1959,4.0,1,Employed,5000,0.0724,0.1105,False
36,Current,0.099,0.089,4.0,1,Employed,6000,0.0249,0.061529999999999994,True
36,Completed,0.1899,0.1799,6.0,7,Retired,2000,0.061,0.1147,True
36,Current,0.2346,0.2246,6.0,1,Self-employed,7500,0.1025,0.1039,False
36,Completed,0.0869,0.0769,10.0,1,Employed,20000,0.0199,0.05516,True
36,Current,0.187,0.177,4.0,6,Other,3500,0.0774,0.08728,True
12,Completed,0.232,0.222,6.0,1,Employed,10000,0.1375,0.0644,True
36,Completed,0.18,0.17,9.0,7,Full-time,5000,0.065,0.1011,True
60,Completed,0.1208,0.1108,8.0,1,Employed,7000,0.0174,0.0933,True
36,Completed,0.1874,0.1774,4.0,1,Employed,3600,0.065,0.1083,True
36,Current,0.14,0.13,5.0,1,Other,4000,0.0499,0.07343999999999999,True
36,Current,0.1915,0.1815,5.0,1,Employed,3600,0.0799,0.08872000000000001,True
36,Current,0.1745,0.1645,4.0,7,Other,10000,0.0774,0.0756,True
60,Current,0.183,0.173,7.0,1,Employed,12000,0.042,0.128,True
36,Current,0.1585,0.1485,7.0,3,Self-employed,10000,0.0574,0.08267999999999999,False
60,Current,0.1939,0.1839,9.0,1,Employed,14500,0.0549,0.119,True
36,Current,0.2394,0.2294,3.0,15,Employed,4000,0.1175,0.09211,True
60,Current,0.176,0.166,5.0,1,Self-employed,13000,0.0699,0.08528999999999999,False
36,Current,0.2419,0.2319,9.0,1,Employed,3300,0.1075,0.1051,True
36,Current,0.1679,0.1579,5.0,3,Employed,15000,0.0599,0.0888,True
36,Completed,0.149,0.139,8.0,2,Full-time,5000,0.0595,0.0772,True
36,Defaulted,0.3149,0.3049,5.0,3,Employed,7500,0.147,0.1439,True
60,Current,0.1314,0.1214,9.0,15,Employed,15000,0.0449,0.07077,True
36,Completed,0.3149,0.3049,5.0,2,Employed,3500,0.147,0.1439,True
36,Current,0.2449,0.2349,7.0,1,Employed,12000,0.1125,0.1166,True
60,Chargedoff,0.149,0.139,9.0,1,Employed,10000,0.038,0.1005,True
36,Completed,0.2105,0.2005,9.0,7,Full-time,7500,0.065,0.1308,True
36,Current,0.1299,0.1199,6.0,15,Self-employed,6000,0.0399,0.0749,False
36,Completed,0.2511,0.2411,6.0,1,Employed,2000,0.112,0.1232,True
36,Completed,0.3177,0.3077,4.0,2,Employed,4000,0.1675,0.1124,True
36,Current,0.0809,0.0709,6.0,7,Employed,20000,0.0199,0.04929,True
36,Current,0.2099,0.1999,7.0,1,Not employed,2500,0.0849,0.1103,False
60,Chargedoff,0.1199,0.1099,9.0,7,Employed,15000,0.0195,0.0903,True
36,PastDue,0.3177,0.3077,3.0,15,Employed,4000,0.1625,0.1174,True
60,Current,0.1099,0.0999,10.0,1,Employed,31500,0.0299,0.0666,True
36,Current,0.3108,0.3008,4.0,3,Other,7000,0.147,0.14,True
36,PastDue,0.2925,0.2825,2.0,6,Employed,4000,0.1475,0.10941,True
60,Current,0.1264,0.1164,7.0,6,Employed,13000,0.0449,0.06598,True
36,Current,0.098,0.088,10.0,7,Employed,3500,0.0274,0.05782,True
36,Completed,0.1559,0.1459,5.0,2,Employed,9000,0.0524,0.0858,True
60,Current,0.0779,0.0679,10.0,1,Employed,24960,0.0149,0.0517,True
60,Current,0.2549,0.2449,4.0,1,Employed,5500,0.1225,0.10102,True
60,Completed,0.1364,0.1264,10.0,1,Employed,4000,0.0249,0.101,True
60,Current,0.1399,0.1299,10.0,15,Other,10000,0.0449,0.0789,True
36,Completed,0.1595,0.1495,9.0,7,Full-time,2000,0.147,-0.004,True
36,PastDue,0.2124,0.2024,4.0,1,Employed,15000,0.0874,0.0999,True
36,Defaulted,0.2272,0.2172,3.0,1,Employed,4000,0.0975,0.1025,True
60,Current,0.1699,0.1599,5.0,1,Employed,14000,0.0549,0.0963,True
36,Completed,0.3099,0.2999,5.0,1,Full-time,2000,0.13,0.1561,True
36,Current,0.155,0.145,4.0,1,Employed,9000,0.0549,0.08215,True
36,Chargedoff,0.35,0.34,6.0,5,Full-time,2100,0.14,0.1843,True
36,Completed,0.1639,0.1539,6.0,1,Employed,10500,0.0574,0.0878,True
36,Current,0.1034,0.0934,8.0,1,Employed,8000,0.0274,0.0631,True
12,Completed,0.2669,0.2569,5.0,7,Employed,4000,0.13,0.1152,True
60,Current,0.1699,0.1599,4.0,1,Employed,10000,0.0549,0.0963,False
36,Current,0.2399,0.2299,5.0,1,Full-time,3500,0.1,0.1243,True
60,Current,0.14,0.13,7.0,1,Employed,14000,0.0499,0.07343999999999999,True
36,Current,0.2932,0.2832,3.0,7,Employed,4000,0.1425,0.115,True
60,Current,0.2085,0.1985,8.0,14,Employed,2000,0.0565,0.1385,True
36,Current,0.0716,0.0616,7.0,1,Employed,5300,0.0149,0.04554,True
36,Completed,0.2199,0.2099,5.0,1,Employed,10000,0.098,0.1068,True
36,Current,0.1359,0.1259,5.0,1,Employed,12000,0.0424,0.0778,True
36,Chargedoff,0.2775,0.2675,7.0,7,Full-time,4000,0.098,0.1628,True
36,Completed,0.1999,0.1899,8.0,6,Employed,4500,0.087,0.0985,True
60,Current,0.2684,0.2584,3.0,1,Employed,5000,0.1025,0.1495,True
36,Current,0.2511,0.2411,7.0,3,Employed,10000,0.112,0.1232,False
36,Current,0.184,0.174,3.0,1,Employed,7500,0.0749,0.08724,True
60,Chargedoff,0.2468,0.2368,6.0,6,Employed,12000,0.089,0.1422,True
60,Current,0.179,0.169,6.0,1,Employed,20000,0.0799,0.07705,True
36,Current,0.0799,0.0699,8.0,1,Employed,18000,0.0174,0.051,True
36,Completed,0.2324,0.2224,2.0,1,Employed,3000,0.1025,0.1145,True
36,Completed,0.11,0.1,9.0,1,Not employed,1770,0.021,0.0787,False
36,Chargedoff,0.2574,0.2474,2.0,1,Full-time,10000,0.105,0.1363,False
36,Completed,0.2599,0.2499,6.0,1,Full-time,2000,0.108,0.1357,True
60,Current,0.18,0.17,8.0,2,Employed,7500,0.0724,0.08627,True
36,Current,0.1635,0.1535,3.0,13,Other,2000,0.0699,0.07355,True
36,Current,0.2148,0.2048,7.0,1,Employed,8500,0.089,0.111,False
36,Completed,0.201,0.191,9.0,1,Full-time,7500,0.065,0.1216,True
36,Completed,0.2492,0.2392,2.0,1,Employed,6279,0.1125,0.1065,True
60,Current,0.2489,0.2389,7.0,6,Employed,10000,0.089,0.1442,True
36,Current,0.1764,0.1664,8.0,7,Employed,15000,0.0595,0.104,True
36,Defaulted,0.1621,0.1521,8.0,7,Employed,8000,0.0595,0.09,True
36,Completed,0.2999,0.2899,2.0,15,Employed,2000,0.149,0.1276,True
36,Current,0.1485,0.1385,9.0,7,Employed,10000,0.0499,0.08154,True
36,Defaulted,0.3099,0.2999,6.0,1,Employed,7500,0.13,0.1561,True
36,PastDue,0.1939,0.1839,5.0,3,Employed,15000,0.0749,0.0965,True
36,Defaulted,0.295,0.285,7.0,7,Employed,4000,0.108,0.1698,True
60,Chargedoff,0.2809,0.2709,2.0,1,Self-employed,4000,0.1225,0.1248,False
36,Completed,0.2099,0.1999,7.0,1,Employed,25000,0.0849,0.1003,True
60,Current,0.187,0.177,3.0,3,Self-employed,7500,0.0774,0.08728,False
36,Completed,0.2199,0.2099,6.0,3,Employed,7500,0.098,0.1068,True
60,Current,0.1329,0.1229,7.0,2,Full-time,13000,0.026,0.0965,True
60,Chargedoff,0.2498,0.2398,7.0,1,Employed,12000,0.0849,0.1492,False
36,Current,0.2639,0.2539,2.0,18,Other,4000,0.1225,0.1093,True
36,PastDue,0.1799,0.1699,8.0,7,Employed,6000,0.0595,0.1074,True
36,Current,0.1239,0.1139,4.0,1,Employed,8000,0.0399,0.0691,True
36,Current,0.2049,0.1949,7.0,13,Employed,3000,0.089,0.1014,False
36,Current,0.1139,0.1039,6.0,1,Self-employed,12000,0.0349,0.06498999999999999,False
60,Chargedoff,0.2443,0.2343,4.0,1,Employed,12000,0.085,0.1437,True
60,Current,0.2085,0.1985,6.0,3,Self-employed,10000,0.0925,0.09066,False
36,Current,0.192,0.182,2.0,1,Employed,15000,0.0899,0.0782,True
60,Chargedoff,0.2039,0.1939,8.0,15,Employed,4500,0.0549,0.1356,True
36,Current,0.2492,0.2392,7.0,1,Employed,2000,0.1125,0.1065,True
36,Current,0.1675,0.1575,6.0,1,Employed,4800,0.0724,0.07455,True
60,Current,0.2398,0.2298,7.0,10,Employed,15000,0.0849,0.1281,True
36,Current,0.1685,0.1585,4.0,1,Employed,2300,0.0699,0.07824,True
60,Chargedoff,0.3097,0.2997,8.0,1,Employed,4000,0.1375,0.1354,True
36,Current,0.1039,0.0939,6.0,1,Employed,17224,0.0299,0.06081,True
60,Current,0.1579,0.1479,6.0,1,Employed,12473,0.0499,0.0905,True
36,Current,0.1605,0.1505,4.0,1,Employed,7000,0.0674,0.07349,True
36,PastDue,0.0864,0.0764,9.0,1,Employed,13000,0.0199,0.0565,True
60,Current,0.2432,0.2332,9.0,1,Employed,15000,0.0975,0.1173,True
36,Completed,0.142,0.132,8.0,7,Full-time,6000,0.05,0.0798,True
36,Completed,0.139,0.129,10.0,7,Employed,7000,0.038,0.0905,True
60,Defaulted,0.2124,0.2024,8.0,14,Employed,13000,0.0599,0.1389,True
60,Current,0.1752,0.1652,6.0,3,Employed,10000,0.0449,0.1127,False
36,Current,0.2566,0.2466,2.0,18,Employed,3000,0.1175,0.1079,False
36,Current,0.1979,0.1879,4.0,7,Employed,5000,0.0774,0.0975,True
36,PastDue,0.0659,0.0559,10.0,15,Employed,4000,0.0124,0.04261,True
36,Current,0.2552,0.2452,6.0,16,Employed,4200,0.119,0.1202,True
36,Completed,0.1603,0.1503,9.0,1,Full-time,5500,0.021,0.1287,True
